CODIGO,FECHA,DIA_SEMANA,INGRESO,SALIDA,HORAS_LABORADAS
4031,2023-01-12,Thursday,1900-01-01 09:23:00,,FALTA/NO CHECO
4031,2023-01-13,Friday,1900-01-01 09:31:00,,FALTA/NO CHECO
4057,2023-01-09,Monday,1900-01-01 09:10:00,,FALTA/NO CHECO
4057,2023-01-10,Tuesday,1900-01-01 08:56:00,,FALTA/NO CHECO
4057,2023-01-11,Wednesday,1900-01-01 08:51:00,1900-01-01 17:12:00,8.35
4057,2023-01-12,Thursday,1900-01-01 08:44:00,1900-01-01 17:19:00,8.583333333333334
4057,2023-01-13,Friday,1900-01-01 08:53:00,,FALTA/NO CHECO
4062,2023-01-09,Monday,,,FALTA/NO CHECO
4062,2023-01-10,Tuesday,,,FALTA/NO CHECO
4062,2023-01-11,Wednesday,,,FALTA/NO CHECO
4062,2023-01-12,Thursday,,,FALTA/NO CHECO
4062,2023-01-13,Friday,,,FALTA/NO CHECO
4064,2023-01-09,Monday,,,FALTA/NO CHECO
4064,2023-01-10,Tuesday,,,FALTA/NO CHECO
4064,2023-01-11,Wednesday,,,FALTA/NO CHECO
4064,2023-01-12,Thursday,,,FALTA/NO CHECO
4064,2023-01-13,Friday,,,FALTA/NO CHECO
4066,2023-01-09,Monday,,,FALTA/NO CHECO
4066,2023-01-10,Tuesday,1900-01-01 09:02:00,,FALTA/NO CHECO
4066,2023-01-11,Wednesday,1900-01-01 08:53:00,,FALTA/NO CHECO
4066,2023-01-12,Thursday,,,FALTA/NO CHECO
4066,2023-01-13,Friday,1900-01-01 08:57:00,,FALTA/NO CHECO
4072,2023-01-09,Monday,1900-01-01 08:56:00,1900-01-01 12:30:00,3.566666666666667
4072,2023-01-10,Tuesday,1900-01-01 09:01:00,1900-01-01 17:31:00,8.5
4072,2023-01-11,Wednesday,1900-01-01 08:44:00,1900-01-01 17:12:00,8.466666666666667
4072,2023-01-12,Thursday,1900-01-01 08:45:00,1900-01-01 16:56:00,8.183333333333334
4072,2023-01-13,Friday,1900-01-01 08:42:00,1900-01-01 16:18:00,7.6
4121,2023-01-09,Monday,1900-01-01 07:46:00,,FALTA/NO CHECO
4121,2023-01-10,Tuesday,1900-01-01 07:33:00,,FALTA/NO CHECO
4121,2023-01-11,Wednesday,1900-01-01 07:43:00,,FALTA/NO CHECO
4121,2023-01-12,Thursday,1900-01-01 07:32:00,,FALTA/NO CHECO
4121,2023-01-13,Friday,1900-01-01 07:33:00,,FALTA/NO CHECO
4144,2023-01-09,Monday,1900-01-01 08:40:00,,FALTA/NO CHECO
4144,2023-01-10,Tuesday,1900-01-01 09:08:00,1900-01-01 18:03:00,8.916666666666666
4144,2023-01-12,Thursday,1900-01-01 09:08:00,1900-01-01 18:44:00,9.6
4151,2023-01-09,Monday,,,FALTA/NO CHECO
4151,2023-01-10,Tuesday,,,FALTA/NO CHECO
4151,2023-01-11,Wednesday,,,FALTA/NO CHECO
4151,2023-01-12,Thursday,,,FALTA/NO CHECO
4151,2023-01-13,Friday,,,FALTA/NO CHECO
4252,2023-01-09,Monday,1900-01-01 08:59:00,1900-01-01 17:50:00,8.85
4252,2023-01-10,Tuesday,1900-01-01 09:01:00,1900-01-01 17:51:00,8.833333333333334
4252,2023-01-11,Wednesday,1900-01-01 09:00:00,1900-01-01 17:50:00,8.833333333333334
4252,2023-01-12,Thursday,1900-01-01 09:02:00,1900-01-01 18:01:00,8.983333333333333
4252,2023-01-13,Friday,1900-01-01 09:00:00,1900-01-01 17:51:00,8.85
4254,2023-01-10,Tuesday,1900-01-01 08:56:00,1900-01-01 17:55:00,8.983333333333333
4254,2023-01-13,Friday,1900-01-01 09:01:00,1900-01-01 18:05:00,9.066666666666666
4256,2023-01-09,Monday,1900-01-01 09:42:00,1900-01-01 16:43:00,7.016666666666667
4256,2023-01-10,Tuesday,1900-01-01 09:31:00,1900-01-01 17:37:00,8.1
4256,2023-01-11,Wednesday,1900-01-01 09:47:00,1900-01-01 18:16:00,8.483333333333333
4256,2023-01-12,Thursday,1900-01-01 09:15:00,1900-01-01 17:56:00,8.683333333333334
4256,2023-01-13,Friday,1900-01-01 09:10:00,1900-01-01 18:05:00,8.916666666666666
4263,2023-01-09,Monday,,,FALTA/NO CHECO
4263,2023-01-10,Tuesday,,,FALTA/NO CHECO
4263,2023-01-11,Wednesday,1900-01-01 08:42:00,1900-01-01 17:52:00,9.166666666666666
4263,2023-01-12,Thursday,1900-01-01 08:32:00,1900-01-01 17:55:00,9.383333333333333
4263,2023-01-13,Friday,1900-01-01 08:33:00,1900-01-01 17:52:00,9.316666666666666
4264,2023-01-09,Monday,,,FALTA/NO CHECO
4264,2023-01-10,Tuesday,,,FALTA/NO CHECO
4264,2023-01-11,Wednesday,,,FALTA/NO CHECO
4264,2023-01-12,Thursday,,,FALTA/NO CHECO
4264,2023-01-13,Friday,,,FALTA/NO CHECO
4268,2023-01-09,Monday,1900-01-01 08:58:00,1900-01-01 17:53:00,8.916666666666666
4268,2023-01-10,Tuesday,1900-01-01 09:01:00,1900-01-01 17:55:00,8.9
4268,2023-01-11,Wednesday,1900-01-01 09:00:00,1900-01-01 17:59:00,8.983333333333333
4268,2023-01-13,Friday,1900-01-01 09:00:00,1900-01-01 17:52:00,8.866666666666667
4282,2023-01-09,Monday,,,FALTA/NO CHECO
4282,2023-01-10,Tuesday,,,FALTA/NO CHECO
4282,2023-01-11,Wednesday,,,FALTA/NO CHECO
4282,2023-01-12,Thursday,,,FALTA/NO CHECO
4282,2023-01-13,Friday,,,FALTA/NO CHECO
4285,2023-01-09,Monday,1900-01-01 09:59:00,,FALTA/NO CHECO
4285,2023-01-10,Tuesday,,,FALTA/NO CHECO
4285,2023-01-11,Wednesday,,,FALTA/NO CHECO
4285,2023-01-12,Thursday,,,FALTA/NO CHECO
4285,2023-01-13,Friday,,,FALTA/NO CHECO
4302,2023-01-09,Monday,,,FALTA/NO CHECO
4302,2023-01-10,Tuesday,,,FALTA/NO CHECO
4302,2023-01-11,Wednesday,,,FALTA/NO CHECO
4302,2023-01-12,Thursday,,,FALTA/NO CHECO
4302,2023-01-13,Friday,,,FALTA/NO CHECO
4303,2023-01-09,Monday,,,FALTA/NO CHECO
4303,2023-01-10,Tuesday,,,FALTA/NO CHECO
4303,2023-01-11,Wednesday,,,FALTA/NO CHECO
4303,2023-01-12,Thursday,1900-01-01 09:20:00,1900-01-01 18:10:00,8.833333333333334
4303,2023-01-13,Friday,1900-01-01 09:12:00,,FALTA/NO CHECO
4310,2023-01-09,Monday,,,FALTA/NO CHECO
4310,2023-01-10,Tuesday,,,FALTA/NO CHECO
4310,2023-01-11,Wednesday,1900-01-01 10:22:00,1900-01-01 10:22:00,0.0
4310,2023-01-12,Thursday,1900-01-01 09:36:00,,FALTA/NO CHECO
4310,2023-01-13,Friday,1900-01-01 09:17:00,,FALTA/NO CHECO
4356,2023-01-09,Monday,,,FALTA/NO CHECO
4356,2023-01-10,Tuesday,,,FALTA/NO CHECO
4356,2023-01-11,Wednesday,,,FALTA/NO CHECO
4356,2023-01-12,Thursday,,,FALTA/NO CHECO
4356,2023-01-13,Friday,,,FALTA/NO CHECO
4362,2023-01-09,Monday,,,FALTA/NO CHECO
4362,2023-01-10,Tuesday,,,FALTA/NO CHECO
4362,2023-01-11,Wednesday,,,FALTA/NO CHECO
4362,2023-01-12,Thursday,,,FALTA/NO CHECO
4362,2023-01-13,Friday,,,FALTA/NO CHECO
4365,2023-01-09,Monday,1900-01-01 08:54:00,1900-01-01 17:55:00,9.016666666666667
4365,2023-01-10,Tuesday,1900-01-01 08:51:00,1900-01-01 17:57:00,9.1
4365,2023-01-11,Wednesday,1900-01-01 08:53:00,1900-01-01 17:53:00,9.0
4365,2023-01-12,Thursday,1900-01-01 08:50:00,1900-01-01 17:55:00,9.083333333333334
4365,2023-01-13,Friday,1900-01-01 08:58:00,1900-01-01 17:57:00,8.983333333333333
4368,2023-01-09,Monday,,,FALTA/NO CHECO
4368,2023-01-10,Tuesday,,,FALTA/NO CHECO
4368,2023-01-11,Wednesday,,,FALTA/NO CHECO
4368,2023-01-12,Thursday,,,FALTA/NO CHECO
4368,2023-01-13,Friday,,,FALTA/NO CHECO
4369,2023-01-09,Monday,,,FALTA/NO CHECO
4369,2023-01-10,Tuesday,,,FALTA/NO CHECO
4369,2023-01-11,Wednesday,,,FALTA/NO CHECO
4369,2023-01-12,Thursday,,,FALTA/NO CHECO
4369,2023-01-13,Friday,,,FALTA/NO CHECO
4377,2023-01-09,Monday,1900-01-01 09:45:00,,FALTA/NO CHECO
4377,2023-01-10,Tuesday,,,FALTA/NO CHECO
4377,2023-01-11,Wednesday,,1900-01-01 17:45:00,FALTA/NO CHECO
4377,2023-01-12,Thursday,1900-01-01 09:37:00,,FALTA/NO CHECO
4377,2023-01-13,Friday,1900-01-01 09:30:00,,FALTA/NO CHECO
4378,2023-01-09,Monday,,,FALTA/NO CHECO
4378,2023-01-10,Tuesday,,,FALTA/NO CHECO
4378,2023-01-11,Wednesday,,,FALTA/NO CHECO
4378,2023-01-12,Thursday,,,FALTA/NO CHECO
4378,2023-01-13,Friday,,,FALTA/NO CHECO
4382,2023-01-09,Monday,1900-01-01 09:14:00,1900-01-01 19:16:00,10.033333333333333
4382,2023-01-11,Wednesday,1900-01-01 09:02:00,1900-01-01 21:03:00,12.016666666666667
4382,2023-01-12,Thursday,1900-01-01 09:12:00,1900-01-01 21:02:00,11.833333333333334
4382,2023-01-13,Friday,1900-01-01 09:11:00,1900-01-01 18:00:00,8.816666666666666
4413,2023-01-09,Monday,,,FALTA/NO CHECO
4413,2023-01-10,Tuesday,,,FALTA/NO CHECO
4413,2023-01-11,Wednesday,,,FALTA/NO CHECO
4413,2023-01-12,Thursday,,,FALTA/NO CHECO
4413,2023-01-13,Friday,,,FALTA/NO CHECO
4416,2023-01-09,Monday,,,FALTA/NO CHECO
4416,2023-01-10,Tuesday,,,FALTA/NO CHECO
4416,2023-01-11,Wednesday,,,FALTA/NO CHECO
4416,2023-01-12,Thursday,,,FALTA/NO CHECO
4416,2023-01-13,Friday,,,FALTA/NO CHECO
4423,2023-01-09,Monday,,,FALTA/NO CHECO
4423,2023-01-10,Tuesday,,,FALTA/NO CHECO
4423,2023-01-11,Wednesday,,,FALTA/NO CHECO
4423,2023-01-12,Thursday,,,FALTA/NO CHECO
4423,2023-01-13,Friday,,,FALTA/NO CHECO
4465,2023-01-09,Monday,,,FALTA/NO CHECO
4475,2023-01-09,Monday,1900-01-01 07:57:00,1900-01-01 17:33:00,9.6
4475,2023-01-10,Tuesday,1900-01-01 07:22:00,1900-01-01 17:59:00,10.616666666666667
4475,2023-01-11,Wednesday,1900-01-01 07:11:00,1900-01-01 17:45:00,10.566666666666666
4475,2023-01-12,Thursday,1900-01-01 07:24:00,1900-01-01 17:35:00,10.183333333333334
4476,2023-01-09,Monday,1900-01-01 08:54:00,1900-01-01 17:51:00,8.95
4476,2023-01-10,Tuesday,1900-01-01 08:52:00,1900-01-01 17:52:00,9.0
4476,2023-01-11,Wednesday,1900-01-01 08:51:00,1900-01-01 17:50:00,8.983333333333333
4476,2023-01-12,Thursday,1900-01-01 08:50:00,1900-01-01 17:52:00,9.033333333333333
4476,2023-01-13,Friday,1900-01-01 08:47:00,1900-01-01 17:48:00,9.016666666666667
4506,2023-01-09,Monday,,,FALTA/NO CHECO
4506,2023-01-10,Tuesday,,,FALTA/NO CHECO
4506,2023-01-11,Wednesday,,,FALTA/NO CHECO
4506,2023-01-12,Thursday,,,FALTA/NO CHECO
4506,2023-01-13,Friday,,,FALTA/NO CHECO
4513,2023-01-09,Monday,1900-01-01 07:59:00,1900-01-01 17:35:00,9.6
4513,2023-01-10,Tuesday,1900-01-01 07:46:00,1900-01-01 17:32:00,9.766666666666667
4513,2023-01-11,Wednesday,1900-01-01 07:43:00,1900-01-01 17:32:00,9.816666666666666
4513,2023-01-12,Thursday,1900-01-01 07:45:00,1900-01-01 17:31:00,9.766666666666667
4513,2023-01-13,Friday,1900-01-01 07:44:00,1900-01-01 17:31:00,9.783333333333333
4516,2023-01-09,Monday,1900-01-01 09:40:00,,FALTA/NO CHECO
4516,2023-01-10,Tuesday,1900-01-01 10:07:00,,FALTA/NO CHECO
4516,2023-01-11,Wednesday,1900-01-01 11:21:00,,FALTA/NO CHECO
4516,2023-01-12,Thursday,1900-01-01 09:58:00,,FALTA/NO CHECO
4516,2023-01-13,Friday,,,FALTA/NO CHECO
4520,2023-01-13,Friday,1900-01-01 09:10:00,1900-01-01 18:12:00,9.033333333333333
4524,2023-01-09,Monday,1900-01-01 09:19:00,1900-01-01 18:33:00,9.233333333333333
4524,2023-01-10,Tuesday,1900-01-01 09:39:00,1900-01-01 17:45:00,8.1
4524,2023-01-11,Wednesday,1900-01-01 09:39:00,1900-01-01 18:08:00,8.483333333333333
4524,2023-01-12,Thursday,1900-01-01 09:30:00,1900-01-01 17:55:00,8.416666666666666
4524,2023-01-13,Friday,1900-01-01 09:44:00,1900-01-01 17:46:00,8.033333333333333
4530,2023-01-09,Monday,1900-01-01 09:03:00,1900-01-01 18:06:00,9.05
4530,2023-01-10,Tuesday,1900-01-01 08:53:00,1900-01-01 17:55:00,9.033333333333333
4530,2023-01-11,Wednesday,1900-01-01 08:45:00,1900-01-01 17:54:00,9.15
4530,2023-01-12,Thursday,1900-01-01 08:46:00,1900-01-01 17:56:00,9.166666666666666
4530,2023-01-13,Friday,1900-01-01 08:47:00,1900-01-01 17:52:00,9.083333333333334
4556,2023-01-09,Monday,1900-01-01 07:59:00,1900-01-01 17:35:00,9.6
4556,2023-01-10,Tuesday,1900-01-01 07:45:00,1900-01-01 17:29:00,9.733333333333333
4556,2023-01-11,Wednesday,1900-01-01 07:44:00,1900-01-01 17:27:00,9.716666666666667
4556,2023-01-12,Thursday,1900-01-01 07:45:00,1900-01-01 17:27:00,9.7
4556,2023-01-13,Friday,1900-01-01 07:45:00,1900-01-01 17:24:00,9.65
4560,2023-01-09,Monday,,,FALTA/NO CHECO
4560,2023-01-10,Tuesday,,,FALTA/NO CHECO
4560,2023-01-11,Wednesday,,,FALTA/NO CHECO
4560,2023-01-12,Thursday,,,FALTA/NO CHECO
4560,2023-01-13,Friday,,,FALTA/NO CHECO
4580,2023-01-09,Monday,1900-01-01 09:36:00,,FALTA/NO CHECO
4580,2023-01-10,Tuesday,1900-01-01 09:16:00,,FALTA/NO CHECO
4580,2023-01-11,Wednesday,1900-01-01 09:02:00,,FALTA/NO CHECO
4580,2023-01-12,Thursday,1900-01-01 08:49:00,,FALTA/NO CHECO
4580,2023-01-13,Friday,1900-01-01 08:56:00,,FALTA/NO CHECO
4582,2023-01-09,Monday,1900-01-01 08:54:00,1900-01-01 17:55:00,9.016666666666667
4582,2023-01-10,Tuesday,1900-01-01 08:53:00,1900-01-01 17:51:00,8.966666666666667
4582,2023-01-11,Wednesday,1900-01-01 08:53:00,1900-01-01 17:49:00,8.933333333333334
4582,2023-01-12,Thursday,1900-01-01 08:50:00,1900-01-01 17:52:00,9.033333333333333
4582,2023-01-13,Friday,1900-01-01 08:57:00,1900-01-01 17:52:00,8.916666666666666
4599,2023-01-09,Monday,,,FALTA/NO CHECO
4599,2023-01-10,Tuesday,,,FALTA/NO CHECO
4599,2023-01-11,Wednesday,,,FALTA/NO CHECO
4599,2023-01-12,Thursday,,,FALTA/NO CHECO
4599,2023-01-13,Friday,,,FALTA/NO CHECO
4602,2023-01-09,Monday,,,FALTA/NO CHECO
4602,2023-01-10,Tuesday,,,FALTA/NO CHECO
4602,2023-01-11,Wednesday,,,FALTA/NO CHECO
4602,2023-01-12,Thursday,,,FALTA/NO CHECO
4602,2023-01-13,Friday,,,FALTA/NO CHECO
4603,2023-01-09,Monday,,,FALTA/NO CHECO
4603,2023-01-10,Tuesday,,,FALTA/NO CHECO
4603,2023-01-11,Wednesday,,,FALTA/NO CHECO
4603,2023-01-12,Thursday,,,FALTA/NO CHECO
4603,2023-01-13,Friday,,,FALTA/NO CHECO
4614,2023-01-09,Monday,1900-01-01 09:17:00,,FALTA/NO CHECO
4614,2023-01-10,Tuesday,1900-01-01 09:00:00,,FALTA/NO CHECO
4614,2023-01-11,Wednesday,1900-01-01 09:27:00,,FALTA/NO CHECO
4614,2023-01-12,Thursday,1900-01-01 08:40:00,,FALTA/NO CHECO
4614,2023-01-13,Friday,1900-01-01 08:47:00,,FALTA/NO CHECO
4639,2023-01-09,Monday,,,FALTA/NO CHECO
4639,2023-01-10,Tuesday,,,FALTA/NO CHECO
4639,2023-01-11,Wednesday,,,FALTA/NO CHECO
4639,2023-01-12,Thursday,,,FALTA/NO CHECO
4639,2023-01-13,Friday,,,FALTA/NO CHECO
4683,2023-01-09,Monday,,,FALTA/NO CHECO
4683,2023-01-10,Tuesday,,,FALTA/NO CHECO
4683,2023-01-11,Wednesday,,,FALTA/NO CHECO
4683,2023-01-12,Thursday,,,FALTA/NO CHECO
4683,2023-01-13,Friday,,,FALTA/NO CHECO
4684,2023-01-09,Monday,,,FALTA/NO CHECO
4684,2023-01-10,Tuesday,,,FALTA/NO CHECO
4684,2023-01-11,Wednesday,,,FALTA/NO CHECO
4684,2023-01-12,Thursday,,,FALTA/NO CHECO
4684,2023-01-13,Friday,,,FALTA/NO CHECO
4686,2023-01-09,Monday,,,FALTA/NO CHECO
4686,2023-01-10,Tuesday,,,FALTA/NO CHECO
4686,2023-01-11,Wednesday,,,FALTA/NO CHECO
4686,2023-01-12,Thursday,,,FALTA/NO CHECO
4686,2023-01-13,Friday,,,FALTA/NO CHECO
4693,2023-01-09,Monday,,,FALTA/NO CHECO
4693,2023-01-10,Tuesday,,,FALTA/NO CHECO
4693,2023-01-11,Wednesday,,,FALTA/NO CHECO
4693,2023-01-12,Thursday,,,FALTA/NO CHECO
4693,2023-01-13,Friday,,,FALTA/NO CHECO
4697,2023-01-09,Monday,,,FALTA/NO CHECO
4697,2023-01-10,Tuesday,,,FALTA/NO CHECO
4697,2023-01-11,Wednesday,,,FALTA/NO CHECO
4697,2023-01-12,Thursday,,,FALTA/NO CHECO
4697,2023-01-13,Friday,,,FALTA/NO CHECO
4699,2023-01-09,Monday,,,FALTA/NO CHECO
4699,2023-01-10,Tuesday,,,FALTA/NO CHECO
4699,2023-01-11,Wednesday,,,FALTA/NO CHECO
4699,2023-01-12,Thursday,,,FALTA/NO CHECO
4699,2023-01-13,Friday,,,FALTA/NO CHECO
4700,2023-01-09,Monday,,,FALTA/NO CHECO
4700,2023-01-10,Tuesday,,,FALTA/NO CHECO
4700,2023-01-11,Wednesday,,,FALTA/NO CHECO
4700,2023-01-12,Thursday,,,FALTA/NO CHECO
4700,2023-01-13,Friday,,,FALTA/NO CHECO
4720,2023-01-09,Monday,1900-01-01 06:58:00,1900-01-01 17:57:00,10.983333333333333
4720,2023-01-10,Tuesday,1900-01-01 06:53:00,1900-01-01 17:52:00,10.983333333333333
4720,2023-01-11,Wednesday,1900-01-01 06:54:00,1900-01-01 17:51:00,10.95
4720,2023-01-12,Thursday,1900-01-01 06:57:00,1900-01-01 17:52:00,10.916666666666666
4720,2023-01-13,Friday,1900-01-01 06:54:00,1900-01-01 17:51:00,10.95
4727,2023-01-09,Monday,,,FALTA/NO CHECO
4727,2023-01-10,Tuesday,,,FALTA/NO CHECO
4727,2023-01-11,Wednesday,,,FALTA/NO CHECO
4727,2023-01-12,Thursday,,,FALTA/NO CHECO
4727,2023-01-13,Friday,,,FALTA/NO CHECO
4748,2023-01-09,Monday,,,FALTA/NO CHECO
4748,2023-01-10,Tuesday,,,FALTA/NO CHECO
4748,2023-01-11,Wednesday,1900-01-01 09:09:00,1900-01-01 09:09:00,0.0
4748,2023-01-12,Thursday,1900-01-01 09:03:00,1900-01-01 09:03:00,0.0
4748,2023-01-13,Friday,1900-01-01 09:11:00,1900-01-01 09:12:00,0.016666666666666666
4749,2023-01-09,Monday,,,FALTA/NO CHECO
4749,2023-01-10,Tuesday,,,FALTA/NO CHECO
4749,2023-01-11,Wednesday,,,FALTA/NO CHECO
4749,2023-01-12,Thursday,,,FALTA/NO CHECO
4749,2023-01-13,Friday,,,FALTA/NO CHECO
4751,2023-01-09,Monday,1900-01-01 08:41:00,1900-01-01 17:35:00,8.9
4751,2023-01-10,Tuesday,1900-01-01 08:37:00,1900-01-01 17:58:00,9.35
4751,2023-01-11,Wednesday,1900-01-01 09:02:00,1900-01-01 17:45:00,8.716666666666667
4751,2023-01-12,Thursday,1900-01-01 08:27:00,1900-01-01 17:35:00,9.133333333333333
4769,2023-01-09,Monday,,,FALTA/NO CHECO
4769,2023-01-10,Tuesday,,,FALTA/NO CHECO
4769,2023-01-11,Wednesday,,,FALTA/NO CHECO
4769,2023-01-12,Thursday,,,FALTA/NO CHECO
4769,2023-01-13,Friday,,,FALTA/NO CHECO
4770,2023-01-09,Monday,,,FALTA/NO CHECO
4770,2023-01-10,Tuesday,,,FALTA/NO CHECO
4770,2023-01-11,Wednesday,,,FALTA/NO CHECO
4770,2023-01-12,Thursday,,,FALTA/NO CHECO
4770,2023-01-13,Friday,,,FALTA/NO CHECO
4772,2023-01-09,Monday,,,FALTA/NO CHECO
4772,2023-01-10,Tuesday,,,FALTA/NO CHECO
4772,2023-01-11,Wednesday,,,FALTA/NO CHECO
4772,2023-01-12,Thursday,,,FALTA/NO CHECO
4772,2023-01-13,Friday,,,FALTA/NO CHECO
4775,2023-01-09,Monday,,,FALTA/NO CHECO
4775,2023-01-10,Tuesday,,,FALTA/NO CHECO
4775,2023-01-11,Wednesday,,,FALTA/NO CHECO
4775,2023-01-12,Thursday,,,FALTA/NO CHECO
4775,2023-01-13,Friday,,,FALTA/NO CHECO
4777,2023-01-09,Monday,,,FALTA/NO CHECO
4777,2023-01-10,Tuesday,,,FALTA/NO CHECO
4777,2023-01-11,Wednesday,,,FALTA/NO CHECO
4777,2023-01-12,Thursday,,,FALTA/NO CHECO
4777,2023-01-13,Friday,,,FALTA/NO CHECO
4778,2023-01-09,Monday,1900-01-01 09:43:00,,FALTA/NO CHECO
4778,2023-01-10,Tuesday,1900-01-01 09:34:00,,FALTA/NO CHECO
4778,2023-01-11,Wednesday,1900-01-01 09:41:00,,FALTA/NO CHECO
4778,2023-01-12,Thursday,1900-01-01 09:40:00,,FALTA/NO CHECO
4778,2023-01-13,Friday,,,FALTA/NO CHECO
4785,2023-01-09,Monday,,,FALTA/NO CHECO
4785,2023-01-10,Tuesday,,,FALTA/NO CHECO
4785,2023-01-11,Wednesday,,,FALTA/NO CHECO
4785,2023-01-12,Thursday,,,FALTA/NO CHECO
4785,2023-01-13,Friday,,,FALTA/NO CHECO
4816,2023-01-09,Monday,1900-01-01 09:44:00,,FALTA/NO CHECO
4816,2023-01-10,Tuesday,1900-01-01 09:59:00,,FALTA/NO CHECO
4816,2023-01-11,Wednesday,1900-01-01 09:47:00,,FALTA/NO CHECO
4816,2023-01-12,Thursday,1900-01-01 09:59:00,,FALTA/NO CHECO
4816,2023-01-13,Friday,1900-01-01 09:55:00,,FALTA/NO CHECO
4823,2023-01-09,Monday,1900-01-01 09:56:00,1900-01-01 18:11:00,8.25
4823,2023-01-12,Thursday,1900-01-01 08:18:00,1900-01-01 17:29:00,9.183333333333334
4823,2023-01-13,Friday,1900-01-01 08:17:00,1900-01-01 17:43:00,9.433333333333334
4827,2023-01-09,Monday,1900-01-01 09:25:00,,FALTA/NO CHECO
4827,2023-01-10,Tuesday,1900-01-01 09:12:00,,FALTA/NO CHECO
4827,2023-01-11,Wednesday,1900-01-01 08:55:00,,FALTA/NO CHECO
4827,2023-01-12,Thursday,1900-01-01 09:17:00,,FALTA/NO CHECO
4827,2023-01-13,Friday,1900-01-01 09:22:00,,FALTA/NO CHECO
4828,2023-01-09,Monday,1900-01-01 09:39:00,1900-01-01 09:39:00,0.0
4828,2023-01-10,Tuesday,1900-01-01 09:25:00,1900-01-01 09:25:00,0.0
4828,2023-01-11,Wednesday,1900-01-01 09:27:00,1900-01-01 09:27:00,0.0
4828,2023-01-12,Thursday,1900-01-01 09:32:00,1900-01-01 09:32:00,0.0
4828,2023-01-13,Friday,1900-01-01 09:15:00,1900-01-01 09:15:00,0.0
4833,2023-01-09,Monday,1900-01-01 09:27:00,,FALTA/NO CHECO
4833,2023-01-10,Tuesday,1900-01-01 09:14:00,,FALTA/NO CHECO
4833,2023-01-11,Wednesday,1900-01-01 09:10:00,,FALTA/NO CHECO
4833,2023-01-12,Thursday,1900-01-01 09:14:00,,FALTA/NO CHECO
4833,2023-01-13,Friday,1900-01-01 09:41:00,,FALTA/NO CHECO
4836,2023-01-09,Monday,,,FALTA/NO CHECO
4836,2023-01-10,Tuesday,,,FALTA/NO CHECO
4836,2023-01-11,Wednesday,,,FALTA/NO CHECO
4836,2023-01-12,Thursday,,,FALTA/NO CHECO
4836,2023-01-13,Friday,,,FALTA/NO CHECO
4837,2023-01-09,Monday,,,FALTA/NO CHECO
4837,2023-01-10,Tuesday,,,FALTA/NO CHECO
4837,2023-01-11,Wednesday,,,FALTA/NO CHECO
4837,2023-01-12,Thursday,,,FALTA/NO CHECO
4837,2023-01-13,Friday,,,FALTA/NO CHECO
4844,2023-01-09,Monday,1900-01-01 13:33:00,1900-01-01 13:33:00,0.0
4844,2023-01-10,Tuesday,1900-01-01 09:43:00,1900-01-01 09:43:00,0.0
4844,2023-01-11,Wednesday,1900-01-01 10:21:00,1900-01-01 10:21:00,0.0
4844,2023-01-12,Thursday,1900-01-01 09:45:00,1900-01-01 09:45:00,0.0
4844,2023-01-13,Friday,,,FALTA/NO CHECO
4850,2023-01-09,Monday,1900-01-01 09:09:00,1900-01-01 18:14:00,9.083333333333334
4850,2023-01-10,Tuesday,1900-01-01 09:14:00,1900-01-01 18:14:00,9.0
4850,2023-01-11,Wednesday,1900-01-01 09:09:00,1900-01-01 18:12:00,9.05
4850,2023-01-12,Thursday,1900-01-01 09:12:00,1900-01-01 18:12:00,9.0
4850,2023-01-13,Friday,1900-01-01 09:13:00,1900-01-01 18:15:00,9.033333333333333
4852,2023-01-09,Monday,1900-01-01 09:01:00,1900-01-01 17:50:00,8.816666666666666
4852,2023-01-10,Tuesday,1900-01-01 09:02:00,1900-01-01 17:51:00,8.816666666666666
4852,2023-01-11,Wednesday,1900-01-01 08:59:00,1900-01-01 17:49:00,8.833333333333334
4852,2023-01-12,Thursday,1900-01-01 09:01:00,1900-01-01 17:53:00,8.866666666666667
4852,2023-01-13,Friday,1900-01-01 09:00:00,1900-01-01 17:52:00,8.866666666666667
4853,2023-01-09,Monday,,,FALTA/NO CHECO
4853,2023-01-10,Tuesday,,,FALTA/NO CHECO
4853,2023-01-11,Wednesday,,,FALTA/NO CHECO
4853,2023-01-12,Thursday,,,FALTA/NO CHECO
4853,2023-01-13,Friday,,,FALTA/NO CHECO
4856,2023-01-09,Monday,,,FALTA/NO CHECO
4856,2023-01-10,Tuesday,,,FALTA/NO CHECO
4856,2023-01-11,Wednesday,,,FALTA/NO CHECO
4856,2023-01-12,Thursday,,,FALTA/NO CHECO
4856,2023-01-13,Friday,,,FALTA/NO CHECO
4858,2023-01-09,Monday,1900-01-01 08:54:00,1900-01-01 17:53:00,8.983333333333333
4858,2023-01-10,Tuesday,1900-01-01 08:52:00,1900-01-01 17:55:00,9.05
4858,2023-01-11,Wednesday,1900-01-01 07:52:00,1900-01-01 15:54:00,8.033333333333333
4858,2023-01-12,Thursday,1900-01-01 08:54:00,1900-01-01 17:56:00,9.033333333333333
4860,2023-01-09,Monday,,,FALTA/NO CHECO
4860,2023-01-10,Tuesday,,,FALTA/NO CHECO
4860,2023-01-11,Wednesday,,,FALTA/NO CHECO
4860,2023-01-12,Thursday,,,FALTA/NO CHECO
